strike,market_price,fem_price,abs_error,sq_error,moneyness,date,maturity,tau,S0,S_max,set,sigma_calibrated,r
30.0,11.67,11.588566388691435,0.08143361130856519,0.006631433050754476,0.7276255154014069,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
26.0,15.31,15.405236896516776,0.09523689651677536,0.009070066458146979,0.6306087800145526,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
50.0,0.96,0.7587910866421206,0.20120891335787938,0.04048502681465861,1.212709192335678,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
55.0,0.42,0.281164595390813,0.13883540460918697,0.019275269572996655,1.3339801115692458,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
60.0,0.2,0.09580411724761882,0.10419588275238119,0.010856781982547968,1.4552510308028137,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
45.0,2.14,1.841656083979201,0.298343916020799,0.08900909222662558,1.0914382731021102,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
24.0,17.16,17.350906909545575,0.19090690954557488,0.03644544811224231,0.5821004123211254,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1758948346341473,0.02
50.0,0.99,0.8180822549634854,0.17191774503651458,0.029555711058440032,1.2135922330097086,2026-04-01,JUN 2027,1.2136986301369863,41.2,240.0,test,0.1758948346341473,0.02
80.0,0.03,0.0011618885017739904,0.02883811149822601,0.0008316366747841152,1.9417475728155338,2026-04-01,JUN 2027,1.2136986301369863,41.2,240.0,test,0.1758948346341473,0.02
30.0,11.72,12.094985132473145,0.37498513247314413,0.14061384957590145,0.7189072609633358,2026-04-02,JUN 2027,1.210958904109589,41.73,240.0,test,0.1758948346341473,0.02
50.0,1.11,0.9261058132014501,0.18389418679854996,0.03381707193829999,1.1981787682722262,2026-04-02,JUN 2027,1.210958904109589,41.73,240.0,test,0.1758948346341473,0.02
60.0,0.25,0.1333006411601818,0.11669935883981819,0.013618740353624653,1.4378145219266716,2026-04-02,JUN 2027,1.210958904109589,41.73,240.0,test,0.1758948346341473,0.02
24.0,17.26,17.39414064559972,0.13414064559971806,0.01799371280190916,0.5815362248606736,2026-04-13,JUN 2027,1.180821917808219,41.27,240.0,test,0.1758948346341473,0.02
26.0,15.41,15.450610187420898,0.0406101874208975,0.0016491873223604219,0.6299975769323963,2026-04-13,JUN 2027,1.180821917808219,41.27,240.0,test,0.1758948346341473,0.02
45.0,2.28,1.9029666485981516,0.37703335140184824,0.14215414806930957,1.090380421613763,2026-04-13,JUN 2027,1.180821917808219,41.27,240.0,test,0.1758948346341473,0.02
28.0,13.46,13.477478913614595,0.017478913614594305,0.00030551242114645015,0.6791171477079797,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,test,0.1758948346341473,0.02
40.0,4.3,3.930759486318883,0.36924051368111677,0.13633855694349498,0.9701673538685424,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,test,0.1758948346341473,0.02
80.0,0.02,0.000786061187830684,0.019213938812169318,0.00036917544467778647,1.9403347077370847,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,test,0.1758948346341473,0.02
40.0,3.97,4.07681763978258,0.10681763978257974,0.011410008168720962,0.9708737864077669,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
48.0,1.1,1.1715397582926952,0.0715397582926951,0.005117937016577237,1.1650485436893203,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
38.0,5.15,5.275479296651674,0.12547929665167334,0.01574505388819864,0.9223300970873786,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
44.0,2.16,2.2770988261436167,0.11709882614361655,0.013712135084212936,1.0679611650485437,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
50.0,0.81,0.8175270142781023,0.0075270142781022065,5.665594394275448e-05,1.2135922330097086,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
32.0,9.66,9.961982874980938,0.3019828749809381,0.0911936567817529,0.7766990291262136,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
42.0,2.94,3.0801336854040797,0.14013368540407978,0.019637449784929602,1.0194174757281553,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
34.0,8.03,8.243681904974313,0.2136819049743135,0.04565995651345154,0.8252427184466019,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
36.0,6.51,6.670960424473238,0.1609604244732381,0.02590825824660499,0.8737864077669902,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.19414373493443038,0.02
34.0,8.49,8.710937392034001,0.22093739203400098,0.048813331198785836,0.8147615624251139,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
48.0,1.25,1.31517136495145,0.06517136495145004,0.004247306809635091,1.1502516175413373,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
44.0,2.4,2.5095871931295117,0.10958719312951182,0.012009352898004921,1.0543973160795592,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
36.0,6.96,7.101991629871618,0.14199162987161795,0.020161622953598548,0.8626887131560029,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
40.0,4.34,4.413011302127702,0.07301130212770257,0.005330650238382666,0.958543014617781,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
42.0,3.24,3.3638795029333504,0.12387950293335015,0.015346131247013908,1.00647016534867,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
32.0,10.14,10.455770849630031,0.3157708496300309,0.09971122947607157,0.7668344116942248,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
55.0,0.43,0.3597187502415788,0.0702812497584212,0.00493945406760558,1.317996645099449,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.19414373493443038,0.02
36.0,7.0,6.677032068873483,0.32296793112651656,0.10430828453614234,0.8723043372910103,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
38.0,5.59,5.268020234433643,0.32197976556635677,0.10367096943416607,0.9207656893627332,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
42.0,3.19,3.053100890695377,0.1368991093046228,0.018741366128399058,1.0176883935061787,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
50.0,0.83,0.7894001320676951,0.040599867932304856,0.0016483492761205961,1.21153380179307,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
48.0,1.18,1.1402177733924665,0.03978222660753339,0.0015826255538531374,1.1630724497213472,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
40.0,4.34,4.057950610992623,0.2820493890073772,0.07955185783943479,0.9692270414344559,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
46.0,1.68,1.6163616869758624,0.06363831302413758,0.004049834884558119,1.1146110976496244,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
55.0,0.41,0.2928799665320048,0.11712003346799515,0.013717102239544305,1.332687181972377,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.19414373493443038,0.02
40.0,4.2,3.9684303770924623,0.2315696229075379,0.053624490253539304,0.9701673538685424,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
38.0,5.44,5.179507558008106,0.2604924419918948,0.06785631233490068,0.9216589861751153,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
34.0,8.41,8.186393901261004,0.22360609873899584,0.049999687393273554,0.824642250788261,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
46.0,1.56,1.5451496650551393,0.014850334944860766,0.0002205324479745528,1.1156924569488238,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
48.0,1.08,1.0794659042811552,0.0005340957188448847,2.852582368884341e-07,1.1642008246422508,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
50.0,0.75,0.7394213949832269,0.010578605016773102,0.00011190688410089703,1.212709192335678,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
44.0,2.21,2.1652931309234362,0.04470686907656374,0.001998704142629011,1.0671840892553965,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
32.0,10.09,9.924762655931113,0.16523734406888657,0.027303379874939603,0.7761338830948339,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.19414373493443038,0.02
46.0,1.56,1.6491263082213516,0.08912630822135159,0.007943498817167364,1.116504854368932,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,test,0.19414373493443038,0.02
55.0,0.37,0.31045054568173575,0.05954945431826425,0.0035461375096030407,1.3349514563106795,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,test,0.19414373493443038,0.02
38.0,5.57,5.661915500894274,0.0919155008942738,0.008448459304645248,0.910615863886892,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,test,0.19414373493443038,0.02
46.0,1.74,1.834304524550877,0.0943045245508769,0.008893343350766945,1.1023244668104482,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,test,0.19414373493443038,0.02
50.0,0.88,0.9262251929428467,0.04622519294284666,0.0021367684626034007,1.1981787682722262,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,test,0.19414373493443038,0.02
32.0,10.2,9.994725865636033,0.20527413436396635,0.042137470238875714,0.7753816331475648,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,test,0.19414373493443038,0.02
34.0,8.54,8.263740962960421,0.2762590370395781,0.07631905554603499,0.8238429852192876,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,test,0.19414373493443038,0.02
44.0,2.34,2.2455264730671636,0.09447352693283628,0.008925247291129342,1.0661497455779017,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,test,0.19414373493443038,0.02
36.0,6.85,6.592973002292946,0.2570269977070536,0.06606287755030174,0.8731506184816882,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,test,0.19414373493443038,0.02
42.0,3.05,2.9664571588843263,0.08354284111567356,0.0069794063016786765,1.0186757215619695,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,test,0.19414373493443038,0.02
55.0,0.35,0.2661400458151385,0.08385995418486147,0.007032491915887065,1.3339801115692458,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,test,0.19414373493443038,0.02
40.0,1.7,1.8512181427708179,0.1512181427708179,0.022866926703055467,0.9708737864077669,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
44.0,0.29,0.2657496715038149,0.02425032849618508,0.0005880784321728861,1.0679611650485437,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
39.0,2.36,2.5818040752355644,0.22180407523556456,0.04919704779110398,0.9466019417475727,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
42.0,0.75,0.7978807759082452,0.04788077590824524,0.002292568701575598,1.0194174757281553,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
45.0,0.18,0.13879597735424137,0.04120402264575862,0.0016977714821921892,1.0922330097087378,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
36.0,4.87,5.295681184683204,0.4256811846832038,0.18120447099329587,0.8737864077669902,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
41.0,1.16,1.2534828702105754,0.09348287021057544,0.008739047022807294,0.9951456310679611,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
37.0,3.97,4.335353781138968,0.365353781138968,0.13348338539254093,0.8980582524271844,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
38.0,3.12,3.4205797194269123,0.3005797194269122,0.09034816773076125,0.9223300970873786,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19424084741757708,0.02
38.0,3.57,3.8981260417448667,0.3281260417448668,0.10766669927115408,0.910615863886892,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
45.0,0.23,0.19787493987235918,0.032125060127640825,0.0010320194882045383,1.0783608914450036,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
43.0,0.63,0.6319341879750692,0.0019341879750691682,3.7410831229021693e-06,1.0304337407141146,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
39.0,2.77,3.0153493652903847,0.24534936529038465,0.0601963110483946,0.9345794392523366,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
41.0,1.45,1.5537755039848613,0.10377550398486135,0.010769355227311974,0.9825065899832256,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
42.0,0.97,1.022800007907182,0.05280000790718198,0.0027878408349984794,1.00647016534867,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
37.0,4.45,4.840114024290955,0.39011402429095465,0.15218895194848356,0.8866522885214475,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
47.0,0.08,0.04751794651815392,0.03248205348184608,0.0010550837983975092,1.1262880421758927,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19424084741757708,0.02
38.0,3.62,3.4010331074907993,0.21896689250920076,0.04794650001513588,0.9207656893627332,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
39.0,2.78,2.5182301541790015,0.26176984582099827,0.0685234521811492,0.9449963653985946,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
41.0,1.38,1.1187551462011525,0.26124485379884743,0.06824887363638117,0.9934577174703173,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
45.0,0.17,0.07646818566924905,0.09353181433075096,0.008748200292002071,1.090380421613763,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
44.0,0.31,0.172477671381472,0.137522328618528,0.018912390868662407,1.0661497455779017,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
40.0,2.02,1.7446488897139474,0.27535111028605264,0.07581823393576193,0.9692270414344559,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
43.0,0.53,0.353378790412186,0.17662120958781402,0.031195051676262527,1.0419190695420402,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
46.0,0.09,0.030819908349603044,0.05918009165039695,0.0035022832477493828,1.1146110976496244,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.19424084741757708,0.02
40.0,1.91,1.5378871116475956,0.3721128883524043,0.1384680016779689,0.9701673538685424,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
39.0,2.67,2.3608924374031948,0.30910756259680516,0.09554748525453782,0.9459131700218288,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
37.0,4.43,4.270233429178559,0.15976657082144108,0.025525357152042547,0.8974048023284017,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
43.0,0.45,0.1910369137617845,0.2589630862382155,0.06706188003402144,1.0429299054086831,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
44.0,0.24,0.06968186140576975,0.17031813859423023,0.029008268334203415,1.0671840892553965,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
45.0,0.12,0.021548333688278576,0.09845166631172142,0.009692730599554542,1.0914382731021102,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
42.0,0.79,0.4450442797465775,0.3449557202534225,0.1189944489355575,1.0186757215619695,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
36.0,5.39,5.264972182704543,0.12502781729545642,0.01563195509766603,0.8731506184816882,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19424084741757708,0.02
43.0,0.47,0.47600815643391514,0.006008156433915168,3.609794373439623e-05,1.0436893203883495,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,test,0.19424084741757708,0.02
46.0,0.11,0.06786143725732162,0.04213856274267838,0.0017756584700186426,1.116504854368932,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,test,0.19424084741757708,0.02
40.0,2.05,2.2239881462762043,0.17398814627620451,0.03027187504462994,0.958543014617781,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,test,0.19424084741757708,0.02
44.0,0.39,0.3656075115439264,0.024392488456073613,0.0005949934930796844,1.0543973160795592,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,test,0.19424084741757708,0.02
46.0,0.14,0.10019769216798736,0.03980230783201265,0.0015842237087542953,1.1023244668104482,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,test,0.19424084741757708,0.02
36.0,5.43,5.330884351018461,0.09911564898153902,0.009823911873031657,0.8723043372910103,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,test,0.19424084741757708,0.02
37.0,4.52,4.3498712896597045,0.1701287103402951,0.028943778082052028,0.8965350133268718,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,test,0.19424084741757708,0.02
42.0,0.88,0.6583167661915793,0.2216832338084207,0.04914345615175892,1.0176883935061787,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,test,0.19424084741757708,0.02
38.0,3.52,3.291241573471849,0.22875842652815104,0.052330417707635475,0.9216589861751153,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,test,0.19424084741757708,0.02
41.0,1.27,0.8877789956655477,0.3822210043344523,0.14609289615443738,0.994421537715256,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,test,0.19424084741757708,0.02
46.0,0.06,0.005659014572817374,0.054340985427182624,0.0029529426971972744,1.1156924569488238,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,test,0.19424084741757708,0.02
40.0,2.64,2.730703080161608,0.090703080161608,0.008227048750803085,0.9708737864077669,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
46.0,0.62,0.5588030393500917,0.061196960649908316,0.0037450679927864268,1.116504854368932,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
38.0,3.88,4.054598242941018,0.174598242941018,0.030484546438090742,0.9223300970873786,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
44.0,1.05,1.0134704386767737,0.03652956132322638,0.0013344088504673565,1.0679611650485437,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
48.0,0.36,0.28928501494231,0.07071498505768997,0.005000609111709316,1.1650485436893203,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
32.0,8.8,9.359503030542864,0.5595030305428637,0.3130436411866486,0.7766990291262136,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
42.0,1.71,1.7206224694200234,0.010622469420023428,0.00011283685657933287,1.0194174757281553,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
34.0,7.03,7.4493986371042045,0.4193986371042042,0.17589521680486397,0.8252427184466019,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
36.0,5.38,5.653093740526697,0.2730937405266971,0.07458019111486297,0.8737864077669902,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,train,0.1774210408624041,0.02
34.0,7.52,7.95385290274723,0.43385290274723065,0.18822834122219798,0.8147615624251139,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
46.0,0.73,0.6731272018980848,0.056872798101915145,0.003234515163941203,1.1023244668104482,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
44.0,1.22,1.1921903001101204,0.02780969988987958,0.0007733794079651683,1.0543973160795592,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
36.0,5.79,6.123997670482891,0.33399767048289064,0.1115544438879976,0.8626887131560029,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
40.0,2.98,3.071009752079191,0.09100975207919104,0.008282774973515818,0.958543014617781,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
42.0,1.96,1.9778370973787704,0.017837097378770483,0.00031816204289974087,1.00647016534867,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
32.0,9.32,9.879659086435288,0.5596590864352873,0.3132182930295804,0.7668344116942248,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
50.0,0.24,0.17833440201611456,0.061665597983885434,0.0038026459747101753,1.1981787682722262,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1774210408624041,0.02
36.0,5.84,5.672437183264465,0.16756281673553453,0.02807729755234633,0.8723043372910103,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
38.0,4.29,4.047702614640416,0.242297385359584,0.05870802295209075,0.9207656893627332,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
42.0,1.9,1.6765581410695578,0.2234418589304421,0.04992626432229159,1.0176883935061787,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
48.0,0.37,0.26022974937529786,0.10977025062470214,0.01204950792220992,1.1630724497213472,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
46.0,0.66,0.5193338165134683,0.1406661834865317,0.019786975176666603,1.1146110976496244,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
40.0,2.96,2.7003764068012175,0.2596235931987825,0.06740441014544689,0.9692270414344559,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
45.0,0.88,0.7150852546023768,0.16491474539762319,0.027196873249562877,1.090380421613763,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
50.0,0.21,0.12222646610576539,0.0877735338942346,0.007704193252282351,1.21153380179307,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,train,0.1774210408624041,0.02
40.0,2.81,2.597230941831761,0.21276905816823888,0.04527067211379942,0.9701673538685424,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
38.0,4.15,3.9533246044374324,0.19667539556256797,0.03868121121969258,0.9216589861751153,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
34.0,7.47,7.426734976399793,0.04326502360020701,0.0018718622671264693,0.824642250788261,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
45.0,0.79,0.6419210169800499,0.14807898301995015,0.021927385212222684,1.0914382731021102,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
46.0,0.59,0.45728437466130895,0.13271562533869102,0.017613437209039805,1.1156924569488238,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
48.0,0.31,0.21929202811036455,0.09070797188963545,0.008227936164330894,1.1642008246422508,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
44.0,1.04,0.8836831668996913,0.15631683310030875,0.02443495231050978,1.0671840892553965,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
32.0,9.31,9.359629308004596,0.04962930800459553,0.00246306821301501,0.7761338830948339,2026-04-25,SEP 2026,0.4,41.23,150.0,train,0.1774210408624041,0.02
45.0,0.81,0.7586673803277033,0.05133261967229674,0.0026350378424206664,1.0922330097087378,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,test,0.1774210408624041,0.02
50.0,0.21,0.1411684731655144,0.0688315268344856,0.00473777908636651,1.2135922330097086,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,test,0.1774210408624041,0.02
38.0,4.28,4.469687596357721,0.1896875963577207,0.03598138421196957,0.910615863886892,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,test,0.1774210408624041,0.02
45.0,0.95,0.90306227995753,0.04693772004246999,0.002203149562785289,1.0783608914450036,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,test,0.1774210408624041,0.02
48.0,0.42,0.35689180600098375,0.06310819399901624,0.003982644149817469,1.1502516175413373,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,test,0.1774210408624041,0.02
32.0,9.41,9.413334192737661,0.0033341927376611125,1.1116841211872104e-05,0.7753816331475648,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,test,0.1774210408624041,0.02
34.0,7.56,7.4901587302068835,0.06984126979311611,0.004877802966314833,0.8238429852192876,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,test,0.1774210408624041,0.02
44.0,1.16,0.9673464053434272,0.19265359465657272,0.037115407534099025,1.0661497455779017,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,test,0.1774210408624041,0.02
36.0,5.7,5.593931321025477,0.10606867897452332,0.011250564659400487,0.8731506184816882,2026-04-25,SEP 2026,0.4,41.23,150.0,test,0.1774210408624041,0.02
42.0,1.77,1.577259928545597,0.19274007145440297,0.037148735144248365,1.0186757215619695,2026-04-25,SEP 2026,0.4,41.23,150.0,test,0.1774210408624041,0.02
50.0,0.17,0.09791528682682356,0.07208471317317645,0.005196205873259119,1.212709192335678,2026-04-25,SEP 2026,0.4,41.23,150.0,test,0.1774210408624041,0.02
